Date,Open,High,Low,Close,Adj Close,Volume
2003-08-01,50.64130656494919,99.529999,98.239998,69.00237972213868,70.220901,49321000
2003-08-04,38.15318967056469,99.0,97.0,80.90078394972225,70.220901,55214100
2003-08-05,62.967292662817385,98.760002,96.339996,30.924589552287152,68.731087,61415600
2003-08-06,47.088178260764124,98.059998,96.41999799999999,46.903540255067554,69.130257,50096900
2003-08-07,87.04412420561293,98.07,96.760002,96.58607855372716,69.857361,43427400
2003-08-08,86.42649071240243,98.550003,97.760002,93.50833283489983,70.056938,27357300
2003-08-11,63.27320541404761,99.040001,97.839996,12.468995261824007,70.320663,34631400
2003-08-12,46.321799426925075,99.589996,98.41999799999999,16.11280273789881,70.962265,43285600
2003-08-13,17.828125013213917,99.849998,98.529999,66.96675163462302,70.598709,36152000
2003-08-14,42.464113398867504,99.75,98.449997,92.04277962493668,70.791168,35525100
2003-08-15,41.05334462552583,99.790001,99.120003,14.698271189167313,71.012146,12567000
2003-08-18,96.62690912735806,100.599998,99.739998,4.859034874098731,71.625191,22873800
2003-08-19,40.86625998840276,100.940002,100.0,74.52600263002435,71.89604200000001,37437700
2003-08-20,94.633893422445,100.889999,100.160004,24.266932921931375,71.603767,21295300
2003-08-21,47.36482461300999,101.519997,100.400002,91.13606452008511,71.831886,46494200
2003-08-22,12.889775005380727,101.82,99.730003,82.12602195788354,71.119064,52040300
2003-08-25,38.84263540602293,100.83000200000001,99.279999,57.21483997734286,71.23309300000001,23473000
2003-08-26,68.91525452545433,100.389999,98.83000200000001,36.25941241740607,71.361427,45065800
2003-08-27,27.029577083209634,100.360001,99.57,22.22222798317058,71.382813,18919500
2003-08-28,45.536068135204346,101.0,99.660004,77.23863089597806,71.824768,27402400
2003-08-29,9.300178191109476,101.480003,100.480003,76.01468115930643,72.309502,28706600
2003-09-02,31.42124509409201,102.879997,101.050003,10.498133147824872,73.278931,49419100
2003-09-03,8.533996144519561,103.699997,102.779999,90.25315103568127,73.678093,44912400
2003-09-04,57.6047595997596,103.550003,102.760002,33.52481310959538,73.713768,28381000
2003-09-05,45.01633675956288,103.550003,102.400002,41.52435893148717,73.30031600000001,31637300
2003-09-08,48.23370312111421,103.879997,102.93,1.5896362359424365,73.906242,32632800
2003-09-09,7.455040894779284,103.459999,102.68,60.791838768652404,73.421486,35053200
2003-09-10,33.15088094755972,102.800003,101.550003,9.654831010436533,72.680138,45904900
2003-09-11,27.8314484002724,102.760002,101.839996,7.87288764036255,72.894012,38396300
2003-09-12,21.655380278196862,102.639999,101.349998,13.908905867640902,73.029434,42524800
2003-09-15,51.60107075920977,102.629997,101.949997,13.63303309026812,72.772827,21312800
2003-09-16,32.14887139129077,103.639999,102.16999799999999,81.57782223534164,73.834946,37892600
2003-09-17,9.688003054846183,103.790001,103.050003,38.879796358284004,73.692375,31885800
2003-09-18,82.49040930167907,104.699997,103.16999799999999,59.55059272046719,74.56201899999999,30243600
2003-09-19,59.03287046176851,104.599998,103.400002,17.26135380596881,74.182777,34331600
2003-09-22,43.96661115935556,102.959999,102.029999,23.749670368763553,73.381355,36677400
2003-09-23,99.12746959013155,103.290001,102.360001,6.833062945250666,73.660423,32489200
2003-09-24,1.9571595433382787,103.220001,101.07,81.96641765049337,72.35092900000001,41694700
2003-09-25,97.9800348426442,101.879997,100.199997,53.11098990452413,71.756996,52673100
2003-09-26,77.67296926968416,100.660004,99.849998,35.81483411762308,71.52087399999999,42914700
2003-09-29,66.99548840532749,100.989998,99.790001,81.3990562892533,72.222115,36771600
2003-09-30,21.9669044362689,100.760002,99.25,39.269537254544396,71.52087399999999,70764500
2003-10-01,42.13890563704466,102.18,100.199997,2.1039010521187884,73.045059,65797600
2003-10-02,75.13660713020161,102.559998,101.629997,100.19793394568796,73.309784,44591500
2003-10-03,62.03239500450331,104.279999,103.08000200000001,55.44031450544944,73.982437,48806900
2003-10-06,25.212398309715894,103.989998,103.199997,11.30095602976667,74.31875600000001,20226500
2003-10-07,4.916489907386174,104.309998,102.910004,20.99591060279935,74.604965,42602900
2003-10-08,8.204000729086921,104.389999,103.410004,19.326505825938543,74.4189,30920800
2003-10-09,44.79343398224685,105.220001,103.83000200000001,35.31208743539757,74.619293,40066500
2003-10-10,79.42900915046155,104.599998,103.910004,9.98893217312995,74.82680500000001,22682800
2003-10-13,68.84494466687622,105.290001,104.510002,42.4121745503665,75.062927,23825600
2003-10-14,31.52449433788778,105.43,104.360001,7.982722021208192,75.327667,38484400
2003-10-15,75.50016961084808,105.889999,104.639999,62.412852442594584,75.127335,39021700
2003-10-16,16.003729356339235,105.730003,104.650002,89.79517490963724,75.427864,32772200
2003-10-17,47.033051388397375,105.629997,103.980003,96.99135814290396,74.604965,32790300
2003-10-20,95.0075142270057,105.040001,103.940002,70.31319133348563,75.163101,27657000
2003-10-21,34.59410807433108,105.279999,104.32,33.55570552316683,75.03429399999999,26729100
2003-10-22,19.7494295592114,104.190002,103.190002,86.74475023162547,74.089775,33914500
2003-10-23,46.766433751518676,103.949997,102.839996,65.38284218054699,73.953819,45830500
2003-10-24,98.58803908809813,103.58000200000001,102.18,31.49111695654475,74.118385,51723600
2003-10-27,99.68489788183697,104.18,103.269997,69.8946125370452,74.154137,32460200
2003-10-28,24.41553316071015,105.150002,103.82,6.8048313962705445,75.163101,34956200
2003-10-29,48.68318641784055,105.43,103.870003,13.75634408908964,75.26329799999999,30955400
2003-10-30,4.055399943136585,105.970001,104.800003,78.6195728273793,75.420738,39123100
2003-10-31,63.67538363789812,105.739998,105.220001,84.82625767992948,75.349152,25761600
2003-11-03,23.133445250906966,106.610001,105.709999,19.150147489188843,75.842888,37589300
2003-11-04,32.18671336667942,106.269997,105.58000200000001,15.32464166576165,75.678314,31421600
2003-11-05,71.8256139357653,105.970001,104.900002,55.36650612607009,75.73556500000001,33558800
2003-11-06,61.5795458427835,106.440002,105.099998,14.79464407186599,76.136246,28392300
2003-11-07,44.98829036996398,106.720001,105.57,11.969700134745711,75.570976,31723200
2003-11-10,62.482461728919674,105.839996,105.010002,4.2454695315766315,75.26329799999999,25530800
2003-11-11,0.6294812711357041,105.33000200000001,104.800003,1.401861279470924,75.24182900000001,26558600
2003-11-12,91.73264919234974,106.470001,105.160004,25.688951683858217,76.086212,28000000
2003-11-13,93.80290724081088,106.540001,105.779999,44.1656550690984,76.107635,29714800
2003-11-14,62.979270980919935,106.949997,105.290001,14.869576473585608,75.463646,49158500
2003-11-17,66.90757848279326,105.139999,104.040001,86.24895563469452,75.084373,44382100
2003-11-18,29.25720100285698,105.449997,103.699997,28.16790603823566,74.304443,41155000
2003-11-19,30.673664773079448,105.010002,103.91999799999999,4.794686734272151,74.93412,29827000
2003-11-20,32.47909698857218,105.239998,103.75,91.13905932551005,74.26151999999999,53578700
2003-11-21,48.06902297857256,104.33000200000001,103.620003,61.493494045376735,74.569176,30016000
2003-11-24,22.91207827323454,105.779999,104.68,65.64638248253986,75.556656,28906400
2003-11-25,66.81234906216301,106.41999799999999,105.449997,27.141563801739018,75.842888,37580000
2003-11-26,66.00912796560971,106.449997,105.389999,31.373669688520465,76.11481500000001,33053600
2003-11-28,39.47768477236286,106.660004,106.199997,6.988749536619657,76.17205,10507500
2003-12-01,44.910713120932094,107.68,106.800003,0.8938770958432091,76.99494200000001,38699000
2003-12-02,67.47118049400508,107.769997,107.07,18.93714176639131,76.801743,35352000
2003-12-03,34.009080509671065,108.08000200000001,107.07,88.37962269195653,76.680115,39078600
2003-12-04,14.774619340463538,107.720001,106.940002,85.03051726588903,76.99494200000001,36089500
2003-12-05,40.796289600011875,107.800003,106.620003,54.61308148015218,76.45829,28824400
2003-12-08,22.15198701741214,107.639999,106.68,7.947957030656451,76.97350300000001,32482900
2003-12-09,42.5468973225513,107.93,106.540001,30.688233915343478,76.37955500000001,43596100
2003-12-10,66.65714550559922,106.980003,105.959999,97.5888795377818,76.372414,36915400
2003-12-11,71.74598281626933,108.099998,106.66999799999999,3.0211904253086432,77.231094,45304000
2003-12-12,33.84500506355135,108.199997,107.389999,74.21684581731486,77.38136300000001,34142200
2003-12-15,73.78568651309881,109.230003,107.480003,99.96685381704313,76.99494200000001,38693400
2003-12-16,65.44652960823208,108.5,107.519997,88.2772612800445,77.395668,32894200
2003-12-17,67.28338027826719,108.5,107.800003,107.75843868253413,77.638962,23198800
2003-12-18,52.84110486492124,109.730003,108.389999,7.856233331713572,78.511955,29353100
2003-12-19,7.087072172349285,109.370003,108.58000200000001,26.243007045965662,78.29336500000001,41465100
2003-12-22,79.43180483567238,109.660004,108.779999,69.90244877895324,78.83980600000001,27611300
2003-12-23,44.17349456198917,109.949997,109.379997,96.91058871422398,78.890121,24741200
2003-12-24,73.21434898598316,109.879997,109.43,5.69988829856499,78.81104300000001,8055800
2003-12-26,13.05429681299782,110.08000200000001,109.629997,74.65790540966425,78.868553,8308400
2003-12-29,65.92112097683042,111.269997,109.779999,33.807980383882374,79.918221,22483700
2003-12-30,24.099988917445557,111.269997,110.849998,108.46390279817017,79.932602,19559500
2003-12-31,106.40514797469822,111.519997,110.839996,49.89083101780339,80.004494,31501800
2004-01-02,23.434301635341573,112.190002,110.730003,37.214735313520336,79.968552,38072300
2004-01-05,9.046525330878861,112.519997,111.589996,93.08314383048524,80.83847,27959800
2004-01-06,13.608238289047726,112.730003,112.0,77.22616059510067,80.91757199999999,20472800
2004-01-07,43.06875526981079,113.059998,111.889999,56.61366809025208,81.190742,30170400
2004-01-08,76.10997785271569,113.410004,112.769997,6.468078574712227,81.514275,36438400
2004-01-09,43.01206774232074,113.5,112.269997,20.36406430427836,80.802536,54084300
2004-01-12,85.4264728254975,113.25,112.360001,58.500576465421254,81.39926899999999,31564100
2004-01-13,101.5446806518039,113.230003,111.760002,61.244940793364115,80.924728,54239700
2004-01-14,56.99080705692608,113.660004,112.66999799999999,85.54411804430642,81.600548,30112800
2004-01-15,95.18420798589506,114.059998,112.58000200000001,89.0005375008914,81.801865,38408700
2004-01-16,93.53271394877002,114.309998,113.629997,96.53560354578796,82.125404,31922700
2004-01-20,104.03267323158305,114.650002,113.82,27.94853956741861,82.103813,29863000
2004-01-21,85.50099767949452,115.300003,113.720001,62.78097288459637,82.75086999999999,30725000
2004-01-22,32.811796659112325,115.379997,114.58000200000001,108.96764418053932,82.535164,29888500
2004-01-23,38.402579695065675,115.370003,113.949997,19.5092069876718,82.26918,44245300
2004-01-26,17.846922034447925,115.93,114.379997,28.882557388566504,83.304451,30460600
2004-01-27,30.076627101613298,116.5,114.650002,57.005479838614114,82.448921,35322800
2004-01-28,98.0122396837469,115.279999,112.940002,75.77477843218473,81.507118,52621300
2004-01-29,48.720231545003735,113.849998,112.559998,0.8606565993198021,81.586197,60117100
2004-01-30,9.292480162850559,113.720001,113.089996,13.092213377983386,81.586197,30984400
2004-02-02,44.02541171190574,114.68,113.120003,0.4686564452096003,81.93845400000001,38832400
2004-02-03,6.044287824924424,114.139999,113.440002,47.66540064261228,81.801865,25093500
2004-02-04,74.33624949949883,113.730003,112.790001,21.720601961920316,81.133224,39332600
2004-02-05,7.2067137218840305,113.540001,112.779999,92.96769778834118,81.370529,37226800
2004-02-06,110.28099680658133,114.699997,113.199997,36.08581524510473,82.28355400000001,37216000
2004-02-09,103.73143294825353,114.870003,114.290001,103.73048604168596,82.305138,24851300
2004-02-10,102.01638398540663,115.139999,114.260002,45.8833168878829,82.571136,27908100
2004-02-11,112.92020093442001,116.389999,114.16999799999999,38.51837927262415,83.448273,42965700
2004-02-12,44.217236068306896,116.269997,115.58000200000001,100.86887754880533,83.146286,27814700
2004-02-13,38.84335218126807,116.199997,114.75,22.23784081984938,82.77246099999999,44739900
2004-02-17,106.14752356132571,116.43,115.769997,4.309707913083072,83.520111,23984300
2004-02-18,82.55252693769489,116.599998,115.349998,57.05163584919706,83.153488,28618000
2004-02-19,113.0094666039561,116.389999,115.059998,1.1391612524281713,82.84436,51146200
2004-02-20,4.532836989957046,115.559998,114.32,107.40120057839549,82.59270500000001,46728800
2004-02-23,7.453118893638605,115.260002,114.16999799999999,73.41414529012293,82.384201,36357000
2004-02-24,107.08170431051705,114.989998,113.029999,34.85205955799538,82.24041,43953000
2004-02-25,91.50404277033353,115.059998,114.32,22.72493594168304,82.58551,31213600
2004-02-26,84.10256454179383,115.290001,114.339996,67.59019752578664,82.635864,29683000
2004-02-27,40.49509640105263,115.739998,114.629997,87.35566128923247,82.693352,39312000
2004-03-01,60.429742930400174,116.339996,115.25,102.49436667327664,83.512985,33130800
2004-03-02,68.36810259336816,116.970001,115.230003,34.432088449999696,83.024055,38556400
2004-03-03,98.50519894057493,115.870003,114.91999799999999,26.00692651658966,83.175049,31346200
2004-03-04,68.13646255036699,116.099998,115.519997,13.289262304835349,83.390701,21060000
2004-03-05,94.55817035144773,116.949997,115.279999,21.768643851826468,83.671127,55905600
2004-03-08,0.37525764627256875,116.620003,114.910004,72.55124602659261,82.650215,39281600
2004-03-09,100.78225842151522,115.209999,114.239998,77.29946557847009,82.319489,39746100
2004-03-10,21.59916137826056,114.769997,112.559998,97.96818333825296,80.93911700000001,67671800
2004-03-11,57.683808199152,113.269997,111.099998,53.046759484330295,79.88945799999999,89134800
2004-03-12,71.91734864214509,112.709999,111.58000200000001,59.28604837160422,80.93911700000001,54012200
2004-03-15,79.82663445674368,112.349998,110.900002,8.39102087280687,79.94698299999999,57677200
2004-03-16,68.62956604964262,112.059998,110.839996,63.47490801643085,80.371178,59832600
2004-03-17,74.94677734468726,113.260002,112.099998,78.6907072350763,81.269836,41607300
2004-03-18,97.85010018364224,113.269997,111.93,71.87581932256614,81.29140500000001,60014300
2004-03-19,104.71044907438184,112.57,111.040001,80.24688753681971,80.126228,48636200
2004-03-22,49.715570639196564,110.57,109.099998,51.21147496347514,79.108971,62752100
2004-03-23,63.9768373252813,110.400002,109.360001,7.578412477637126,78.971878,54080200
2004-03-24,34.9925935133823,110.139999,108.849998,57.1016466972753,79.036835,51584300
2004-03-25,32.52311357231844,111.300003,109.790001,54.9151625827269,80.082985,49873600
2004-03-26,94.76004114913452,111.790001,110.800003,43.80720740863373,80.104584,37409500
2004-03-29,17.762773728195768,112.739998,111.58000200000001,37.68951578983429,81.230087,44113600
2004-03-30,34.09489867256007,113.07,112.220001,42.648397129481914,81.504257,39059900
2004-03-31,3.243642964443968,113.400002,112.379997,104.6553100764436,81.59803000000001,48517600
2004-04-01,68.64716098620323,113.870003,113.050003,111.88034472921977,82.088654,45103800
2004-04-02,71.64527066187172,114.839996,113.900002,66.07188347565553,82.709114,50987700
2004-04-05,39.12929228244532,115.379997,114.440002,18.918284359982838,83.163605,30251800
2004-04-06,82.38166671896501,115.18,114.620003,62.32711455949241,82.896683,28420900
2004-04-07,8.334315887902559,114.980003,114.110001,55.486547557982114,82.701881,45890500
2004-04-08,37.475734990797335,115.410004,113.739998,112.26575468630423,82.514282,46929700
2004-04-12,43.19451466029179,115.08000200000001,114.57,38.88888175438426,82.838974,23085200
2004-04-13,84.28734955588034,115.300003,113.019997,49.0559696013743,81.677391,56210300
2004-04-14,64.41094521417591,113.639999,112.550003,33.85064705491207,81.807236,62322300
2004-04-15,4.527045126236923,113.779999,112.360001,62.17266885947759,81.497025,61602500
2004-04-16,91.19876681788752,114.050003,112.980003,61.02438689942269,82.124687,47059200
2004-04-19,16.010450291599728,113.989998,113.269997,104.56834573821457,82.124687,28277600
2004-04-20,94.82211660083206,114.32,111.779999,56.004112122675984,80.74670400000001,53299400
2004-04-21,60.28011384479166,112.949997,111.870003,107.61979745660103,81.287819,50177300
2004-04-22,74.44549159206835,114.66999799999999,112.440002,10.33530370385318,82.42775,62071500
2004-04-23,83.3408855570833,114.57,113.790001,101.33868824737101,82.507065,29395700
2004-04-26,107.22391851321807,114.940002,113.599998,37.167416912347086,82.391624,35515200
2004-04-27,56.30884932900451,115.120003,113.959999,94.80686142386958,82.463799,43485500
2004-04-28,53.84360153957434,114.010002,112.5,88.24323979281672,81.396027,50165800
2004-04-29,19.06671528279284,113.32,111.160004,23.3606806196336,80.681763,69687600
2004-04-30,26.901242318325764,112.379997,110.900002,86.01754630357928,80.054115,48681400
2004-05-03,51.42288951139855,112.290001,111.349998,86.2939701733785,80.912643,33758000
2004-05-04,79.82746931778928,113.260002,111.660004,46.25160935838284,80.84770999999999,51185100
2004-05-05,103.19851171208997,112.959999,112.160004,86.00309466029302,81.367165,34405000
2004-05-06,52.748841574267594,112.589996,111.0,25.10208995756085,80.66733599999999,54997000
2004-05-07,53.81202560212711,112.230003,109.959999,102.8844726664446,79.332611,60950000
2004-05-10,4.409154545979952,109.75,108.360001,71.92731627902653,78.517372,75279400
2004-05-11,59.36547206103128,110.050003,109.33000200000001,16.281668005681986,79.181152,48300600
2004-05-12,75.00626156303176,110.540001,108.059998,37.691276979278406,79.686134,90830500
2004-05-13,95.57858526262119,110.809998,109.629997,100.7528152884624,79.354248,57393700
2004-05-14,109.0819671260451,110.739998,109.269997,68.0128158223207,79.390327,54123100
2004-05-17,37.51118771842263,109.5,108.410004,103.29600548785079,78.71217299999999,55020400
2004-05-18,31.147105848121146,109.940002,109.33000200000001,74.60666820318954,79.108971,30193100
2004-05-19,81.99528580706834,111.18,109.150002,40.58318198045266,78.834816,54804100
2004-05-20,95.27668067571827,109.870003,109.040001,82.96100479477194,79.087326,38082900
2004-05-21,81.91211401015428,110.550003,109.470001,91.56592837791572,79.224434,47480400
2004-05-24,58.67618141145682,110.760002,109.68,100.71713477527267,79.55624399999999,40961500
2004-05-25,65.46561946534145,111.980003,109.599998,46.68872351508496,80.696205,48668000
2004-05-26,47.89269577202851,112.290001,111.510002,50.645452569095305,80.97758499999999,35977000
2004-05-27,50.27688835311208,113.029999,112.059998,34.49114002156313,81.432114,45306900
2004-05-28,81.40287284926218,112.879997,112.360001,43.35976515614681,81.424873,23367200
2004-06-01,6.210954490459988,112.860001,111.870003,40.95251827422449,81.316666,41044700
2004-06-02,39.720907539728614,113.480003,112.459999,99.95625479402004,81.619667,39774200
2004-06-03,65.87944119130547,113.190002,112.07,27.706314678240243,80.869339,38688300
2004-06-04,100.86479118260746,113.58000200000001,112.709999,110.66782037679631,81.511444,32739500
2004-06-07,104.1932849509452,114.809998,113.41999799999999,18.75282007292467,82.75239599999999,31643800
2004-06-08,74.13164841008937,114.91999799999999,114.16999799999999,15.324303115653004,82.867805,32846500
2004-06-09,42.02825830861877,114.699997,113.720001,61.45415329856675,82.095848,36737600
2004-06-10,29.6390375309048,114.349998,113.93,59.82211754679736,82.49987800000001,21711000
2004-06-14,30.540652560591322,113.849998,112.870003,18.396548304563066,81.684593,34633000
2004-06-15,41.29983953158146,114.449997,113.510002,25.385162445753416,82.261787,37445000
2004-06-16,109.93832894911355,114.199997,113.699997,98.10895086733885,82.24736,26633400
2004-06-17,9.87966248266122,114.07,113.33000200000001,58.67735070814831,82.124687,28402400
2004-06-18,59.05533397094996,114.220001,113.18,42.378132308301375,82.279678,31799800
2004-06-21,53.76499090709203,114.139999,113.129997,45.77990487906284,81.968307,25284000
2004-06-22,91.22433666082894,113.879997,112.66999799999999,95.94649298257231,82.381035,37334000
2004-06-23,55.63319029395398,114.839996,113.41999799999999,31.57049322184068,83.09066,35580000
2004-06-24,71.50738203233138,114.93,114.260002,33.16346253663762,82.829964,35272100
2004-06-25,86.06463652743987,114.940002,113.68,100.13175388464995,82.431732,32837900
2004-06-28,52.60426198256414,114.610001,113.410004,21.489839605027825,82.149323,40824500
2004-06-29,93.35294159033306,114.16999799999999,113.41999799999999,38.74343555922088,82.489662,28418100
2004-06-30,23.671439392741767,114.790001,113.650002,98.56562999386618,82.931366,52230600
2004-07-01,95.55058332387598,114.400002,112.58000200000001,48.14568502125744,81.78001400000001,57734700
2004-07-02,42.52468872460698,113.290001,112.599998,95.42239018763834,81.736572,34615100
2004-07-06,92.42008481981716,112.449997,111.629997,44.40022678408031,81.01973000000001,38698200
2004-07-07,41.26686767420391,112.57,111.75,79.25519836897821,81.258675,29839800
2004-07-08,49.24527772890998,112.32,111.199997,14.125946996144206,80.693901,45291100
2004-07-09,84.54837585736186,111.940002,111.379997,103.2996240711946,80.903908,27412900
2004-07-12,29.954501845544,112.040001,111.0,108.6434901634216,80.940086,35691300
2004-07-13,53.57197547988129,112.019997,111.599998,38.411512413500674,80.998024,26752000
2004-07-14,48.492184035857356,112.389999,111.120003,63.86168938308899,80.751808,54089400
2004-07-15,101.23303906881375,111.910004,110.699997,16.27155499473864,80.230453,38403500
2004-07-16,46.510526654580076,111.66999799999999,110.440002,79.41016572990863,80.165276,40871200
