Date,Open,High,Low,Close,Adj Close,Volume
2003-08-01,79.77422025518807,99.529999,98.239998,75.29311619637255,70.220901,49321000
2003-08-04,79.75396236752435,99.0,97.0,26.966078698598572,70.220901,55214100
2003-08-05,42.1853101685747,98.760002,96.339996,12.034660628661154,68.731087,61415600
2003-08-06,65.56155229281534,98.059998,96.41999799999999,14.674768093781005,69.130257,50096900
2003-08-07,40.69825907020669,98.07,96.760002,59.858132854535924,69.857361,43427400
2003-08-08,66.09834155857584,98.550003,97.760002,16.236010194745916,70.056938,27357300
2003-08-11,3.700995760773495,99.040001,97.839996,45.08669004659933,70.320663,34631400
2003-08-12,96.3152800926572,99.589996,98.41999799999999,70.00073275133562,70.962265,43285600
2003-08-13,64.44463149025668,99.849998,98.529999,6.5922899146424365,70.598709,36152000
2003-08-14,70.19222870713521,99.75,98.449997,37.504629252868625,70.791168,35525100
2003-08-15,22.99595121187521,99.790001,99.120003,89.86503563525456,71.012146,12567000
2003-08-18,1.2324412020224587,100.599998,99.739998,69.95466539338244,71.625191,22873800
2003-08-19,32.386188159221135,100.940002,100.0,51.324158069476574,71.89604200000001,37437700
2003-08-20,41.00410933158375,100.889999,100.160004,68.24536283466841,71.603767,21295300
2003-08-21,47.23086227719803,101.519997,100.400002,7.846813779733997,71.831886,46494200
2003-08-22,46.00536469031845,101.82,99.730003,14.88478828931795,71.119064,52040300
2003-08-25,10.820762552210688,100.83000200000001,99.279999,84.66467811152825,71.23309300000001,23473000
2003-08-26,51.50264132028987,100.389999,98.83000200000001,37.85257612753082,71.361427,45065800
2003-08-27,92.26904521516728,100.360001,99.57,22.013808627818197,71.382813,18919500
2003-08-28,44.72121722961606,101.0,99.660004,94.95374409544499,71.824768,27402400
2003-08-29,55.541262377115736,101.480003,100.480003,28.179674328081987,72.309502,28706600
2003-09-02,37.60046349885069,102.879997,101.050003,87.26209394054304,73.278931,49419100
2003-09-03,24.182978046052277,103.699997,102.779999,34.22783011514831,73.678093,44912400
2003-09-04,72.09478721942094,103.550003,102.760002,0.4722608247645757,73.713768,28381000
2003-09-05,14.434783834578546,103.550003,102.400002,19.377641041797258,73.30031600000001,31637300
2003-09-08,8.50764443676885,103.879997,102.93,54.9667545586789,73.906242,32632800
2003-09-09,83.27835868355723,103.459999,102.68,91.30514243324436,73.421486,35053200
2003-09-10,33.74731343021621,102.800003,101.550003,26.10376240905065,72.680138,45904900
2003-09-11,87.17532089836324,102.760002,101.839996,56.63397343092818,72.894012,38396300
2003-09-12,7.651913302854626,102.639999,101.349998,20.215804336722684,73.029434,42524800
2003-09-15,73.3219223504728,102.629997,101.949997,43.53269263769145,72.772827,21312800
2003-09-16,36.868018975955394,103.639999,102.16999799999999,34.56180452234358,73.834946,37892600
2003-09-17,23.094248305270412,103.790001,103.050003,42.632132156749925,73.692375,31885800
2003-09-18,25.046608849298657,104.699997,103.16999799999999,6.835955155796389,74.56201899999999,30243600
2003-09-19,58.36809942452547,104.599998,103.400002,95.12098338456973,74.182777,34331600
2003-09-22,94.11233594150175,102.959999,102.029999,42.77874131474829,73.381355,36677400
2003-09-23,69.1476983183342,103.290001,102.360001,30.601467477819302,73.660423,32489200
2003-09-24,73.89269241195997,103.220001,101.07,33.92589517094131,72.35092900000001,41694700
2003-09-25,11.323553960464901,101.879997,100.199997,79.21683731570987,71.756996,52673100
2003-09-26,81.00741580329337,100.660004,99.849998,99.3947917546472,71.52087399999999,42914700
2003-09-29,20.32845806795154,100.989998,99.790001,39.37031613536084,72.222115,36771600
2003-09-30,46.37530956159342,100.760002,99.25,59.875438235629,71.52087399999999,70764500
2003-10-01,42.00133869821176,102.18,100.199997,81.23659886090302,73.045059,65797600
2003-10-02,55.954042684227524,102.559998,101.629997,77.78071762420085,73.309784,44591500
2003-10-03,103.36666363351529,104.279999,103.08000200000001,33.91235028808679,73.982437,48806900
2003-10-06,95.54488805694064,103.989998,103.199997,44.35940608020298,74.31875600000001,20226500
2003-10-07,38.283542633942695,104.309998,102.910004,0.6409401056907011,74.604965,42602900
2003-10-08,50.97543193161047,104.389999,103.410004,80.06087556325926,74.4189,30920800
2003-10-09,32.31775511597417,105.220001,103.83000200000001,89.1029170495168,74.619293,40066500
2003-10-10,100.28314102018518,104.599998,103.910004,85.80805031353763,74.82680500000001,22682800
2003-10-13,33.448609253219686,105.290001,104.510002,44.94721582524904,75.062927,23825600
2003-10-14,80.64139699951525,105.43,104.360001,31.30792539101903,75.327667,38484400
2003-10-15,58.121365583576996,105.889999,104.639999,82.97644575300512,75.127335,39021700
2003-10-16,12.51300813210174,105.730003,104.650002,35.58531303320426,75.427864,32772200
2003-10-17,1.5933586783593543,105.629997,103.980003,81.43531888958914,74.604965,32790300
2003-10-20,20.876970863812954,105.040001,103.940002,76.88421495031075,75.163101,27657000
2003-10-21,103.12388387595641,105.279999,104.32,73.11488400597509,75.03429399999999,26729100
2003-10-22,93.49992485567442,104.190002,103.190002,52.838634980826214,74.089775,33914500
2003-10-23,80.58569379006404,103.949997,102.839996,38.94976556142141,73.953819,45830500
2003-10-24,4.851432083027448,103.58000200000001,102.18,79.58734649299926,74.118385,51723600
2003-10-27,61.504222053741884,104.18,103.269997,53.85691378086889,74.154137,32460200
2003-10-28,19.023076640772114,105.150002,103.82,36.605163501637875,75.163101,34956200
2003-10-29,13.102155234723726,105.43,103.870003,95.73928581123495,75.26329799999999,30955400
2003-10-30,88.35491290901794,105.970001,104.800003,95.41121565902795,75.420738,39123100
2003-10-31,42.27167925149386,105.739998,105.220001,38.89660898710421,75.349152,25761600
2003-11-03,39.06968684697134,106.610001,105.709999,71.8348483006577,75.842888,37589300
2003-11-04,103.51276293114125,106.269997,105.58000200000001,24.352067862815137,75.678314,31421600
2003-11-05,81.80703571278971,105.970001,104.900002,81.54824521990074,75.73556500000001,33558800
2003-11-06,104.90380326446294,106.440002,105.099998,32.51579381859944,76.136246,28392300
2003-11-07,4.283724718558714,106.720001,105.57,59.407274746656384,75.570976,31723200
2003-11-10,40.4639095102646,105.839996,105.010002,21.739158735042885,75.26329799999999,25530800
2003-11-11,32.65902715179917,105.33000200000001,104.800003,32.35969901420439,75.24182900000001,26558600
2003-11-12,25.75881952852269,106.470001,105.160004,6.994918453914455,76.086212,28000000
2003-11-13,97.64742604116819,106.540001,105.779999,94.87530492118609,76.107635,29714800
2003-11-14,9.251004774466224,106.949997,105.290001,24.665289059392205,75.463646,49158500
2003-11-17,42.36774976284691,105.139999,104.040001,59.52795468104921,75.084373,44382100
2003-11-18,31.837613827652053,105.449997,103.699997,1.4467644812538794,74.304443,41155000
2003-11-19,65.55738989785796,105.010002,103.91999799999999,97.74572195723523,74.93412,29827000
2003-11-20,30.439932784258907,105.239998,103.75,59.28909204390789,74.26151999999999,53578700
2003-11-21,16.890098379788103,104.33000200000001,103.620003,25.198713148836855,74.569176,30016000
2003-11-24,52.81869323320393,105.779999,104.68,76.10111494198722,75.556656,28906400
2003-11-25,86.81202944754426,106.41999799999999,105.449997,103.7583165331507,75.842888,37580000
2003-11-26,49.466445105330806,106.449997,105.389999,41.3571388763918,76.11481500000001,33053600
2003-11-28,26.427540056793273,106.660004,106.199997,62.99813342754301,76.17205,10507500
2003-12-01,32.074675373101144,107.68,106.800003,59.093574542483516,76.99494200000001,38699000
2003-12-02,32.36366486208421,107.769997,107.07,67.24130548973535,76.801743,35352000
2003-12-03,102.60230570419985,108.08000200000001,107.07,10.339472776670235,76.680115,39078600
2003-12-04,76.76076757012305,107.720001,106.940002,46.53376909894159,76.99494200000001,36089500
2003-12-05,65.93747176016286,107.800003,106.620003,9.977695888391773,76.45829,28824400
2003-12-08,26.603342812747858,107.639999,106.68,21.75287940355952,76.97350300000001,32482900
2003-12-09,17.787855871514946,107.93,106.540001,23.025707111227113,76.37955500000001,43596100
2003-12-10,33.31272586355146,106.980003,105.959999,8.53651540903834,76.372414,36915400
2003-12-11,31.66666714599085,108.099998,106.66999799999999,97.73952351400968,77.231094,45304000
2003-12-12,56.43528383584301,108.199997,107.389999,43.89129398330861,77.38136300000001,34142200
2003-12-15,35.89449121063819,109.230003,107.480003,6.187870465951041,76.99494200000001,38693400
2003-12-16,101.49388782771611,108.5,107.519997,59.575661256427516,77.395668,32894200
2003-12-17,15.070759161932191,108.5,107.800003,101.44804715111468,77.638962,23198800
2003-12-18,58.43891244948966,109.730003,108.389999,49.172494322927115,78.511955,29353100
2003-12-19,32.83652907628781,109.370003,108.58000200000001,67.7041207405328,78.29336500000001,41465100
2003-12-22,48.471214940693805,109.660004,108.779999,89.65407241975225,78.83980600000001,27611300
2003-12-23,57.350969953006086,109.949997,109.379997,88.87691873974472,78.890121,24741200
2003-12-24,1.7510353981613571,109.879997,109.43,75.34458322054003,78.81104300000001,8055800
2003-12-26,12.453653137412172,110.08000200000001,109.629997,60.97346233263364,78.868553,8308400
2003-12-29,101.97188533393025,111.269997,109.779999,105.45775129596211,79.918221,22483700
2003-12-30,69.70965716530742,111.269997,110.849998,43.735745212103396,79.932602,19559500
2003-12-31,73.48346835922551,111.519997,110.839996,15.97247135173805,80.004494,31501800
2004-01-02,25.098022828301755,112.190002,110.730003,68.79752072412971,79.968552,38072300
2004-01-05,24.905500150453353,112.519997,111.589996,58.49473200234041,80.83847,27959800
2004-01-06,92.85267207514725,112.730003,112.0,109.58209421035691,80.91757199999999,20472800
2004-01-07,44.20701458332097,113.059998,111.889999,63.92420651144842,81.190742,30170400
2004-01-08,79.67397906713309,113.410004,112.769997,74.9158351161724,81.514275,36438400
2004-01-09,25.698818982011165,113.5,112.269997,71.66785344178145,80.802536,54084300
2004-01-12,108.67821450922166,113.25,112.360001,89.29788683443294,81.39926899999999,31564100
2004-01-13,2.6276801209103327,113.230003,111.760002,89.17636380221192,80.924728,54239700
2004-01-14,112.49326223939654,113.660004,112.66999799999999,104.26883549377045,81.600548,30112800
2004-01-15,0.5784756828897335,114.059998,112.58000200000001,7.8235912570752575,81.801865,38408700
2004-01-16,106.17305391645958,114.309998,113.629997,3.7579318817841867,82.125404,31922700
2004-01-20,7.476987233124341,114.650002,113.82,102.34312819607885,82.103813,29863000
2004-01-21,48.92775638363346,115.300003,113.720001,90.42344111122425,82.75086999999999,30725000
2004-01-22,55.17474810996263,115.379997,114.58000200000001,21.73063070685959,82.535164,29888500
2004-01-23,111.47707994789756,115.370003,113.949997,43.49058737388355,82.26918,44245300
2004-01-26,68.27622364075589,115.93,114.379997,24.28403443362863,83.304451,30460600
2004-01-27,54.09936630242074,116.5,114.650002,98.62394269041692,82.448921,35322800
2004-01-28,94.33767518296922,115.279999,112.940002,82.04360998980968,81.507118,52621300
2004-01-29,18.461184397885177,113.849998,112.559998,6.091169951948727,81.586197,60117100
