Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,TSN,0,0,0,0,,,,,,,,,,4.77,6.82,5.81,15.05,42400000000.0,116.82,8.9,5090000000.0,3980000000.0,2020000000.0,5.52,-31.3,485000000.0,1.33,11930000000.0,83.87,1.3,38.47,2510000000.0,458750000.0,0.41,60.28,73.17,4050000.0,294310000.0,287410000.0,2.5,90.3,4240000.0,1.06,1.69,4760000.0
0,0,CRM,0,0,0,0,157670000000.0,153700000000.0,,59.52,2.98,8.45,4.56,8.43,62.25,,,,,,,,12860000000.0,,,,,,,,,,,,,,167.28,166.48,8119999.999999999,,,,,,,,
0,0,ADI,0,0,0,0,41550000000.0,46360000000.0,37.72,26.39,2.93,7.57,3.58,8.36,20.84,22.75,30.15,5.4,11.86,5990000000.0,16.23,-6.0,4010000000.0,2620000000.0,1360000000.0,3.65,-31.4,648320000.0,1.76,5630000000.0,48.09,1.32,31.79,2250000000.0,1720000000.0,1.38,107.58,109.25,3180000.0,368220000.0,366980000.0,0.33,91.45,4500000.0,1.98,1.23,5440000.0
0,0,VZ,0,0,0,0,235160000000.0,367300000000.0,12.83,11.92,3.98,1.79,3.91,2.8,8.59,12.26,24.17,7.21,28.58,131370000000.0,31.75,0.9,77140000000.0,48700000000.0,16110000000.0,3.89,5.5,3020000000.0,0.73,131870000000.0,218.65,0.89,14.25,34840000000.0,16620000000.000002,0.49,56.31,57.68,21570000.0,4139999999.9999995,4130000000.0,0.03,68.43,30700000.0,2.11,0.74,35160000.0
0,0,IPG,0,0,0,0,6840000000.0,11150000000.0,10.26,12.18,,0.67,2.7,1.09,8.13,7.59,12.96,4.73,26.87,8610000000.0,22.34,8.7,1810000000.0,1400000000.0,653300000.0,1.68,2.9,520500000.0,1.34,5310000000.0,197.55,0.95,6.38,1320000000.0,963200000.0,1.07,16.17,19.79,6140000.0,389610000.0,385070000.0,0.65,104.02,22850000.0,3.97,9.07,22000000.0
0,0,P,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,GPS,0,0,0,0,3690000000.0,9710000000.0,10.63,13.93,6.76,0.23,1.11,0.59,8.36,4.97,8.19,7.5,22.93,16329999999.999998,43.26,-2.2,8000000000.0,1910000000.0,811000000.0,2.14,-47.4,1080000000.0,2.9,7830000000.0,215.55,1.43,9.74,1340000000.0,146120000.0,0.89,8.17,13.08,12850000.0,372640000.0,208130000.0,44.28,63.54,41190000.0,3.73,21.18,32890000.0
0,0,CIM,0,0,0,0,1680000000.0,,,4.7,,143.15,0.52,,,28.02,82.76,0.67,4.56,644040000.0,3.44,64.6,850510000.0,,111730000.0,0.59,-32.4,166120000.0,0.89,22940000000.0,574.26,0.79,21.34,-336930000.0,,0.57,7.9,15.7,6660000.0,192220000.0,184410000.0,1.5,50.69,30330000.0,5.0,15.95,23300000.0
0,0,ROST,0,0,0,0,,,,,,,,,,10.46,13.35,16.78,50.94,15730000000.0,43.55,8.4,5320000000.0,2440000000.0,1650000000.0,4.52,9.7,1140000000.0,3.18,3470000000.0,106.01,1.26,9.12,2029999999.9999998,1160000000.0,0.74,90.64,102.87,3910000.0,355390000.0,350670000.0,2.14,90.69,4179999.9999999995,1.48,1.2,4580000.0
0,0,CAMP,0,0,0,0,268079999.99999997,399830000.0,,129.87,10.85,0.72,1.94,1.09,-64.11,-3.36,2.77,1.08,-6.23,363280000.0,10.82,9.2,143300000.0,32330000.0,-12210000.0,-0.37,,103560000.0,3.03,241300000.0,126.57,1.95,5.58,2950000.0,-10130000.0,2.39,6.55,8.17,34330000.0,34330000.0,32820000.0,3.97,75.67,2160000.0,5.25,7.72,2110000.0
0,0,AMAT,0,0,0,0,51030000000.0,52390000000.0,17.73,14.58,1.05,3.35,5.66,3.39,12.75,18.52,22.93,11.42,35.94,14610000000.0,15.59,-0.1,6390000000.0,3710000000.0,2710000000.0,2.86,-7.8,3620000000.0,3.95,5310000000.0,64.68,2.3,8.97,3250000000.0,2040000000.0,1.64,52.74,55.91,10410000.0,916480000.0,911230000.0,0.36,85.35,21920000.0,2.31,2.4,17800000.0
0,0,EQT,0,0,0,0,3420000000.0,8439999999.999999,,,,0.78,0.36,1.93,-43.31,-15.52,17.76,2.0,-4.74,4390000000.0,17.21,-26.8,1890000000.0,2720000000.0,-642830000.0,-2.67,,7540000.0,0.03,5230000000.0,47.96,1.03,42.71,2160000000.0,-474190000.0,0.59,13.61,9.47,10170000.0,255520000.0,252740000.0,1.22,96.7,18250000.0,2.01,8.07,18290000.0
0,0,BIIB,0,0,0,0,,,,,,,,,,37.91,51.03,17.14,38.87,14230000000.0,73.87,4.7,12420000000.0,7770000000.0,5400000000.0,27.96,7.0,4440000000.0,24.59,6430000000.0,45.99,1.91,76.94,7010000000.0,4480000000.0,1.05,310.13,304.17,1960000.0,166090000.0,180110000.0,0.66,93.15,4480000.0,2.42,2.76,3810000.0
0,0,MUR,0,0,0,0,,,,,,,,,,39.95,29.54,5.61,10.78,3320000000.0,19.65,57.8,2300000000.0,2290000000.0,486910000.0,7.82,1059.2,434900000.0,2.77,3350000000.0,55.65,1.23,36.1,1770000000.0,-1810000000.0,2.15,10.91,17.12,6430000.0,153570000.0,147720000.0,5.74,103.31,26880000.0,4.66,29.98,24660000.0
0,0,NKE,0,0,0,0,,,,,,,,,,11.21,12.84,13.29,50.58,40780000000.0,26.03,10.2,17470000000.0,5960000000.0,4570000000.0,2.86,31.6,3500000000.0,2.25,6920000000.0,74.02,1.98,6.0,4380000000.0,2210000000.0,0.86,90.81,92.66,9960000.0,1240000000.0,1230000000.0,1.17,85.83,11430000.0,1.68,1.27,11790000.0
0,0,ZMH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WYNN,0,0,0,0,9070000000.0,17720000000.0,52.91,11.39,0.53,1.52,7.3,3.0,16.57,9.94,14.42,4.67,52.67,6650000000.0,62.1,-3.6,4780000000.0,1540000000.0,660790000.0,6.16,,1680000000.0,15.69,9720000000.0,583.58,1.09,17.96,1240000000.0,-283260000.0,2.23,80.67,104.02,6920000.0,107870000.0,96180000.0,9.71,79.2,10760000.0,1.82,11.44,9910000.0
0,0,MO,0,0,0,0,74720000000.0,99080000000.0,,9.23,2.24,3.67,11.42,4.84,41.56,8.93,53.36,13.62,13.48,19780000000.0,10.57,2.3,12710000000.0,10780000000.0,1760000000.0,0.93,,1600000000.0,0.86,27900000000.0,261.36,0.56,5.64,7100000000.0,6030000000.0,0.46,38.25,43.67,12830000.0,1860000000.0,1870000000.0,0.1,64.19,16250000.0,1.54,0.87,12060000.0
0,0,BCR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MMM,0,0,0,0,90670000000.0,108940000000.0,18.5,19.46,4.81,2.84,8.94,3.37,13.1,15.48,20.08,10.05,47.08,31970000000.0,55.3,-2.0,15400000000.0,7920000000.0,4950000000.0,8.43,2.6,7760000000.0,13.5,20400000000.0,189.51,2.3,18.61,6990000000.0,4050000000.0,1.1,148.48,157.02,4830000.0,575200000.0,574290000.0,0.18,69.95,8289999.999999999,2.18,1.44,7440000.0
0,0,DOW,0,0,0,0,,,,,,,,,,4.15,8.61,,,44690000000.0,60.05,-14.8,6370000000.0,6700000000.0,974000000.0,2.48,-67.1,2910000000.0,3.92,20650000000.0,114.79,1.69,23.47,5710000000.0,,,35.02,42.4,8310000.000000001,740730000.0,740730000.0,0.08,70.82,17980000.0,2.89,2.43,13860000.0
0,0,SLM,0,0,0,0,2880000000.0,,4.22,5.36,0.58,1.67,1.67,,,43.67,56.77,2.06,19.41,1340000000.0,3.11,60.6,1320000000.0,,567280000.0,1.3,23.7,3850000000.0,9.12,4900000000.0,153.96,1.33,6.59,-87740000.0,,1.42,7.53,8.72,4800000.0,375100000.0,380870000.0,0.84,111.8,41130000.0,10.3,11.03,43360000.0
0,0,LUV,0,0,0,0,,,,,,,,,,10.9,13.89,7.29,24.31,22400000000.0,41.03,1.1,7020000000.0,4190000000.0000005,2440000000.0,4.45,7.2,4019999999.9999995,7.63,4410000000.0,44.36,0.65,18.87,4150000000.0000005,2160000000.0,1.41,29.39,44.61,20500000.0,589390000.0,466060000.0,0.25,76.34,19650000.0,0.69,4.25,8369999.999999999
0,0,BBT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DLPH,0,0,0,0,,,,,,,,,,4.29,8.13,6.06,48.66,4480000000.0,50.92,-10.9,656000000.0,572000000.0,192000000.0,2.18,-64.1,104000000.0,1.21,1620000000.0,329.47,1.35,4.17,276000000.0,9500000.0,2.85,10.61,11.68,3430000.0,86350000.0,85870000.0,0.62,111.02,21610000.0,5.14,33.26,13690000.0
0,0,SKS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DHI,0,0,0,0,20070000000.0,22890000000.0,10.89,12.0,1.12,1.12,1.92,1.24,9.59,9.2,12.0,8.88,16.64,17590000000.0,47.22,11.8,3650000000.0,2180000000.0,1620000000.0,4.29,8.4,1450000000.0,3.94,3400000000.0,33.02,4.55,27.2,892100000.0,237440000.0,0.97,47.75,50.37,5630000.0,363540000.0,333900000.0,8.51,87.91,6640000.0,1.53,2.28,7510000.0
0,0,ICE,0,0,0,0,53560000000.0,61570000000.0,26.17,21.64,1.87,7.76,3.16,8.7,16.93,40.22,52.78,1.88,12.47,5210000000.0,9.23,11.8,5200000000.0,3220000000.0,2100000000.0,3.68,15.5,655000000.0,1.18,8160000000.0,47.31,1.0,30.75,2680000000.0,1840000000.0,0.33,92.21,91.11,3820000.0,547220000.0,550710000.0,1.48,94.64,6020000.0,2.18,1.12,5610000.0
0,0,RSH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DVN,0,0,0,0,,,,,,,,,,15.11,18.85,6.48,16.46,9510000000.0,22.61,-13.9,2230000000.0,3730000000.0,1260000000.0,3.32,-95.7,1380000000.0,3.58,4560000000.0,69.67,1.72,16.92,2040000000.0,-498250000.0,2.56,11.36,16.95,12840000.0,382700000.0,380850000.0,0.59,85.09,11990000.0,1.23,3.58,20030000.0
0,0,NI,0,0,0,0,9460000000.0,20010000000.0,51.5,19.08,5.85,1.89,1.95,4.05,14.54,9.68,5.89,0.91,9.35,5270000000.0,14.15,4.1,2340000000.0,953500000.0,461200000.0,1.24,,28000000.0,0.08,9670000000.0,165.26,0.41,13.3,844700000.0,-1260000000.0,0.11,24.31,26.42,3870000.0,382800000.0,371940000.0,0.38,94.63,6110000.0,1.69,2.15,6520000.0
0,0,PLD,0,0,0,0,71880000000.0,87310000000.0,37.29,78.74,7.55,18.5,2.23,24.69,25.8,49.84,35.29,2.03,7.65,3580000000.0,5.68,33.7,2610000000.0,2400000000.0,1780000000.0,2.8,30.0,1020000000.0,1.62,11890000000.0,45.85,2.2,35.53,2180000000.0,1770000000.0,1.0,88.64,87.87,4510000.0,738580000.0,629460000.0,0.52,88.99,8189999.999999999,2.53,1.26,7400000.0
0,0,TER,0,0,0,0,11510000000.0,11170000000.0,23.54,23.98,,5.0,7.42,4.46,14.42,22.51,22.95,11.1,30.86,2160000000.0,12.46,2.7,1340000000.0,614340000.0,486180000.0,2.72,13.2,936480000.0,5.59,456140000.0,30.76,3.35,8.8,548800000.0,270190000.0,1.56,62.97,63.46,2310000.0,165770000.0,166710000.0,0.47,99.56,11420000.0,4.68,8.8,9200000.0
0,0,NSC,0,0,0,0,,,,,,,,,,23.98,36.23,7.06,17.96,11500000000.0,43.23,-3.6,5190000000.0,5300000000.0,2750000000.0,10.27,-6.4,452000000.0,1.73,12680000000.0,83.19,0.73,58.44,3840000000.0,1090000000.0,1.36,169.08,180.05,1930000.0,256180000.0,260350000.00000003,0.12,76.23,3550000.0,2.3,1.39,3610000.0
0,0,TWC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,LEG,0,0,0,0,,,,,,,,,,6.45,10.3,7.13,24.79,4650000000.0,34.6,13.5,1050000000.0,656200000.0,300000000.0,2.22,10.7,242000000.0,1.84,2410000000.0,191.57,1.74,9.54,605800000.0,310340000.0,1.1,30.06,39.91,1790000.0,132280000.0,129970000.0,1.18,75.32,6360000.0,2.97,6.2,5550000.0
0,0,FOSL,0,0,0,0,,,,,,,,,,0.09,3.99,3.68,0.88,2290000000.0,45.89,-11.4,1100000000.0,153840000.0,2100000.0,0.04,,147480000.0,2.92,621110000.0,121.82,2.06,10.09,37490000.0,63280000.0,0.33,3.3409,5.4263,1530000.0,50580000.0,46170000.0,9.15,99.6,13240000.0,13.28,50.22,12810000.0
0,0,DELL,0,0,0,0,36110000000.0,80610000000.0,8.43,8.98,1.08,0.4,,0.87,28.62,4.25,3.31,1.6,52.74,91960000000.0,123.19,1.6,28930000000.0,9310000000.0,3910000000.0,4.97,,8550000000.000001,11.72,54180000000.0,1397.45,0.71,-2.47,8150000000.0,6850000000.0,,42.73,45.48,3120000.0,253620000.0,229300000.0,1.02,75.69,8039999.999999999,3.98,3.2,6920000.0
0,0,SCHL,0,0,0,0,,,,,,,,,,1.07,2.35,1.18,1.41,1660000000.0,47.45,-1.2,874000000.0,75900000.0,17700000.0,0.49,-0.8,277800000.0,8.03,107400000.0,8.52,1.57,36.41,91200000.0,-3700000.0,0.84,28.3,32.2,32610000.0,32610000.0,30360000.0,15.88,85.55,3.2,3.2,2.07,0.6
0,0,EA,0,0,0,0,,,,,,,,,,54.01,22.34,7.46,44.02,5080000000.0,17.03,4.8,4170000000.0,1280000000.0,2750000000.0,9.16,234.9,4880000000.0,16.72,1250000000.0,17.48,3.32,24.43,1750000000.0,1200000000.0,0.93,116.95,107.83,4080000.0,289670000.0,290340000.0,0.45,95.52,6040000.0,1.78,2.12,6460000.0
0,0,UTX,0,0,0,0,,,,,,,,,,,,,,,,,20210000000.0,,,,,,,,,,,,,,57.76,135.25,13820000.0,,,,,,,,
0,0,SEE,0,0,0,0,5050000000.0,8740000000.0,14.62,12.02,2.95,1.04,,1.8,11.37,7.55,14.52,8.08,,4750000000.0,30.74,2.7,1560000000.0,843600000.0,367900000.0,2.31,-13.9,200000000.0,1.29,4000000000.0,,1.06,-1.97,529200000.00000006,338260000.0,0.96,29.61,32.81,1710000.0,155660000.0,153490000.0,0.68,97.11,5850000.0,3.53,4.29,5250000.0
0,0,KLAC,0,0,0,0,27490000000.0,29390000000.0,27.7,16.26,1.4,5.04,11.91,5.24,17.29,23.04,27.69,11.38,53.0,4890000000.0,31.16,29.3,2700000000.0,1670000000.0,1130000000.0,7.12,-12.5,1750000000.0,11.1,3530000000.0,131.68,2.24,16.83,1270000000.0,529789999.99999994,1.69,166.93,163.34,1740000.0,155050000.0,157400000.0,0.28,96.45,3820000.0,2.4,2.8,3140000.0
0,0,CLF,0,0,0,0,2230000000.0,6600000000.0,5.96,,,0.73,2.47,3.01,14.87,38.99,23.96,9.74,624.92,2150000000.0,7.61,-25.1,575700000.0,599200000.0,855200000.0,2.87,-79.2,399300000.0,1.48,2109999999.9999998,586.02,2.32,1.33,685500000.0,-35730000.0,2.08,4.43,6.09,13600000.0,398610000.0,264720000.00000003,1.56,61.95,113050000.0,8.41,34.86,102020000.0
0,0,DG,0,0,0,0,47760000000.0,58010000000.0,24.58,24.69,2.31,1.64,6.63,1.96,18.26,6.09,8.23,7.88,25.54,27250000000.0,105.37,8.9,8490000000.0,2730000000.0,1660000000.0,6.38,9.4,276080000.0,1.08,11390000000.0,171.36,1.12,26.11,2290000000.0,1330000000.0,0.45,180.24,162.31,2940000.0,251720000.0,253200000.0,0.19,94.96,3310000.0,1.67,1.65,3780000.0
0,0,FMC,0,0,0,0,,,,,,,,,,10.35,24.25,7.82,27.33,4950000000.0,37.62,9.8,2080000000.0,1350000000.0,779500000.0,3.85,24.2,419700000.0,3.24,3780000000.0,141.23,1.62,20.44,-16000000.0,75050000.0,1.49,91.18,92.91,1080000.0,129449999.99999999,128710000.00000001,0.77,94.2,1890000.0,2.23,1.65,2460000.0
0,0,HSP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,LRCX,0,0,0,0,39410000000.0,39100000000.0,19.54,15.04,1.57,4.26,8.66,4.07,13.61,22.38,25.4,12.93,41.4,9490000000.0,63.37,-7.1,4360000000.0,2700000000.0,2120000000.0,13.58,-12.7,5590000000.0,38.54,4540000000.0,92.01,3.6,34.07,2920000000.0,1770000000.0,1.65,261.96,276.43,2520000.0,145160000.0,144540000.0,0.32,89.83,4160000.0,1.63,2.87,3920000.0
0,0,HON,0,0,0,0,,,,,,,,,,17.06,20.37,7.71,34.73,36940000000.0,50.88,-15.6,12370000000.0,8600000000.0,6300000000.0,8.56,-30.5,12360000000.0,17.3,19320000000.0,105.51,1.32,25.34,5840000000.0,4570000000.0,1.13,137.43,157.98,4400000.0,701850000.0,684040000.0,0.16,78.18,7440000.0,2.11,1.06,8130000.000000001
0,0,NWSA,0,0,0,0,,,,,,,,,,-1.75,4.68,1.78,-1.1,9890000000.0,16.89,-7.3,4450000000.0,903000000.0,-173000000.0,-0.3,,1440000000.0,2.45,2880000000.0,29.27,1.09,14.82,842000000.0,428500000.0,1.44,10.39,11.96,3420000.0,388860000.0,506880000.0,0.58,101.46,8560000.0,3.27,2.21,11540000.0
0,0,AMT,0,0,0,0,116850000000.0,146720000000.0,61.59,60.61,3.08,15.14,32.15,18.91,32.29,20.58,39.98,5.38,24.75,7790000000.0,17.63,9.4,5360000000.0,4880000000.0,1600000000.0,3.6,35.9,1350000000.0,3.05,28410000000.0,445.95,0.49,11.83,4019999999.9999995,4240000000.0,0.42,243.29,232.2,2630000.0,443310000.0,441430000.0,0.34,94.05,3740000.0,1.86,0.98,3900000.0
0,0,YHOO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WHR,0,0,0,0,,,,,,,,,,5.15,5.73,3.95,29.76,20700000000.0,323.77,-4.4,3530000000.0,1780000000.0,1070000000.0000001,16.58,70.5,993000000.0,15.71,6350000000.0,160.9,0.87,48.06,1280000000.0,1350000000.0,1.74,112.21,127.01,1150000.0,62160000.0,62580000.0,0.45,101.03,8220000.000000001,8.4,18.37,7250000.0
0,0,XYL,0,0,0,0,,,,,,,,,,9.65,13.24,5.87,18.39,5260000000.0,29.26,0.7,2049999999.9999998,934000000.0,508000000.0,2.8,-50.0,453000000.0,2.52,2580000000.0,89.12,1.55,16.02,649000000.0,382250000.0,1.13,65.92,74.29,1470000.0,179920000.0,179310000.0,0.99,94.07,5140000.0,3.77,3.24,3980000.0
0,0,GIS,0,0,0,0,,,,,,,,,,12.62,18.5,6.38,26.83,16780000000.000002,27.77,0.2,5820000000.0,3720000000.0,2120000000.0,3.48,69.1,560200000.0,0.93,14250000000.0,166.39,0.61,12.76,2870000000.0,1800000000.0,0.73,60.8,55.13,5170000.0,606140000.0,603250000.0,0.18,74.52,13640000.0,3.87,2.26,12410000.0
0,0,HD,0,0,0,0,265970000000.00003,299020000000.0,24.58,25.32,2.17,2.4,,2.67,16.66,10.01,14.48,20.59,9331.93,110930000000.0,100.76,3.5,37570000000.0,18310000000.0,11110000000.0,10.04,-3.4,2190000000.0,2.01,35050000000.0,,1.08,-0.99,13670000000.0,8760000000.0,0.97,227.89,219.62,7110000.0,1080000000.0,1090000000.0,0.12,72.2,10250000.0,1.9,0.95,10340000.0
0,0,ADP,0,0,0,0,63710000000.0,64370000000.00001,25.43,26.25,3.04,4.36,11.6,4.36,16.61,16.5,21.87,5.22,47.21,14360000000.0,33.09,5.6,6390000000.0,3570000000.0,2370000000.0,5.43,15.2,4950000000.0,11.44,6430000000.0,119.92,1.01,12.37,2970000000.0,2089999999.9999998,0.87,140.95,156.17,3030000.0,429770000.0,431870000.0,0.14,82.28,4540000.0,2.0,1.06,5560000.0
0,0,NYX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,XL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EXPE,0,0,0,0,,,,,,,,,,4.26,8.1,2.97,8.86,11880000000.0,80.18,8.6,9900000000.0,1400000000.0,506000000.0,3.34,-22.1,4460000000.0,30.75,5460000000.0,94.65,0.75,28.76,2280000000.0,786630000.0,1.01,70.58,88.86,5230000.0,135460000.0,128820000.0,0.7,107.95,13230000.0,3.26,11.1,10740000.0
0,0,CL,0,0,0,0,,,,,,,,,,15.04,22.9,16.07,4694.34,15490000000.0,17.97,2.2,9340000000.0,4040000000.0,2330000000.0,2.7,10.5,1060000000.0,1.23,8800000000.0,5059.77,1.03,-0.38,3020000000.0,2140000000.0000002,0.7,70.46,69.86,5490000.0,856530000.0,797400000.0,0.24,80.93,12220000.0,2.99,1.53,9860000.0
0,0,ACN,0,0,0,0,129740000000.00002,127710000000.0,26.52,25.32,2.88,2.96,8.38,2.86,16.16,11.06,14.65,13.45,34.41,43970000000.0,68.99,7.1,13310000000.0,7070000000.0,4860000000.0,7.49,6.5,5810000000.0,9.16,3380000000.0,21.68,1.39,23.89,6390000000.0,5110000000.0,1.09,185.76,191.51,3200000.0,637030000.0,633850000.0,0.19,74.68,7790000.0,3.17,1.22,8820000.0
0,0,SD,0,0,0,0,54740000.0,94460000.0,,,,0.23,0.14,0.4,-0.31,-53.54,8.51,1.53,-20.22,272670000.0,7.71,-40.2,156510000.0,356900000.0,-145980000.0,-4.131,,4040000.0,0.11,63410000.0,9.74,0.44,18.33,131880000.0,41940000.0,1.66,1.6374,2.3811,35780000.0,35780000.0,21840000.0,2.72,76.82,2150000.0,2.21,7.25,1880000.0
0,0,KSU,0,0,0,0,,,,,,,,,,20.24,36.17,6.7,11.17,2830000000.0,28.24,7.0,1420000000.0,1380000000.0,572600000.0,5.68,3.8,61600000.0,0.62,2820000000.0,54.29,0.78,49.13,1100000000.0,266120000.0,0.99,137.77,147.48,1500000.0,95020000.0,98540000.0,0.5,96.1,2020000.0,1.51,2.41,3270000.0
0,0,TEG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SNDK,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,QDEL,0,0,0,0,7350000000.0,7350000000.0,84.91,,,13.47,12.14,13.09,44.61,14.51,19.13,7.42,16.21,515299999.99999994,12.8,7.7,320810000.0,146490000.0,74770000.0,1.8,49.5,28910000.0,0.69,112210000.0,21.01,1.46,12.83,129979999.99999999,87680000.0,1.4,153.61,98.24,1010000.0,42000000.0,37790000.0,11.89,91.59,2110000.0,1.92,8.21,2800000.0
0,0,CTL,0,0,0,0,,,,,,,,,,-34.96,19.03,3.89,-43.34,22610000000.0,21.13,-3.6,12320000000.0,9180000000.0,-7900000000.0,-7.39,11.0,1400000000.0,1.29,36890000000.0,269.82,0.7,12.54,6770000000.0,3300000000.0,0.9,9.97,11.99,13180000.0,1100000000.0,984540000.0,0.79,78.27,105390000.0,9.58,10.93,104330000.0
0,0,VAR,0,0,0,0,11280000000.0,11230000000.0,49.29,22.52,2.68,3.42,6.06,3.37,24.58,9.05,15.44,8.47,17.36,3230000000.0,35.44,9.6,1370000000.0,579200000.0,291900000.0,3.18,-39.3,531400000.0,5.85,410000000.0,23.07,1.27,19.48,371800000.0,291310000.0,0.88,115.68,127.37,90810000.0,90810000.0,90640000.0,0.38,94.63,3280000.0,3.66,4.06,3020000.0
0,0,GM,0,0,0,0,,,,,,,,,,6.19,4.92,1.95,19.91,144810000000.0,101.98,-0.9,14140000000.0,13610000000.0,8820000000.0,6.14,-7.2,23580000000.0,16.5,106090000000.0,217.53,0.96,31.82,17580000000.0,-6550000000.0,1.39,23.57,29.33,18890000.0,1430000000.0,1250000000.0,7.19,78.03,20540000.0,1.24,1.44,23100000.0
0,0,BBRY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WPX,0,0,0,0,3650000000.0,6790000000.0,24.73,33.56,0.99,1.17,0.72,2.82,5.4,30.73,33.88,6.1,17.06,2380000000.0,5.66,-0.5,1730000000.0,1730000000.0,732000000.0,1.71,,13000000.0,0.03,2290000000.0,49.37,0.88,11.1,1140000000.0,-691000000.0,2.37,5.44,8.45,15530000.0,559400000.0,411870000.0,1.26,104.18,46930000.0,3.58,11.71,49710000.0
0,0,COL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DDS,0,0,0,0,,,,,,,,,,2.0,2.96,3.06,7.94,6440000000.0,249.25,-2.2,2109999999.9999998,410160000.0,128550000.00000001,4.97,-26.4,79060000.0,3.2,714660000.0,44.32,1.64,65.28,320610000.0,202850000.0,1.07,27.46,51.49,19190000.0,19190000.0,9120000.0,20.31,109.37,7700000.0,9.22,141.6,6670000.0
0,0,ISRG,0,0,0,0,,,,,,,,,,30.94,30.81,9.94,18.63,4250000000.0,36.89,22.5,3110000000.0,1480000000.0,1310000000.0,11.01,35.7,2900000000.0,25.07,77000000.0,0.99,4.64,67.14,1380000000.0,902050000.0,1.12,531.42,548.56,116750000.0,116750000.0,114440000.0,0.96,91.32,2660000.0,3.75,2.3,3010000.0
0,0,MON,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PM,0,0,0,0,115550000000.0,140180000000.0,15.11,14.93,2.22,3.82,,4.64,11.33,25.27,36.19,16.57,,29590000000.0,19.02,1.8,19290000000.0,11670000000.0,7460000000.0,4.8,-15.6,6510000000.0,4.18,32530000000.0,,1.09,-7.08,9190000000.0,6390000000.0,1.05,72.59,79.7,6800000.0,1560000000.0,1550000000.0,0.22,75.22,9030000.0,1.7,0.58,10830000.0
0,0,MHFI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CVC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CCL,0,0,0,0,12460000000.0,25520000000.0,5.9,,,0.52,0.51,1.22,5.83,14.36,15.74,4.68,12.01,20820000000.0,30.18,7.3,7920000000.0,5440000000.0,2990000000.0,4.32,-14.2,518000000.0,0.76,11520000000.0,45.4,0.23,37.08,5470000000.0,-1080000000.0,1.39,14.03,30.79,69250000.0,599690000.0,596950000.0,15.44,76.12,117880000.0,2.07,33.9,96800000.0
0,0,JOY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
